ExperimentMode: gomory
Instance: graphdraw-domain
OutputDirectory: /home/htc/gtjusila/Project/vpolycut/ExperimentScript/results/20240722T173001_graphdraw-domain_gomory
SCIPStatus: SCIP_STATUS_NODELIMIT
DbgSolFeasible: true
ReferenceObjective: 19686.0
FirstLPObj: 12672.0
InitialGap: 7014.0
FinalLPObj: 12672.0
FinalGap: 7014.0
GapClosed: 0.0
